-9.8999999999999999e-01 1.1043843736546502e+02 3.3493649053890337e-02 2.2162619170384471e-09 2.0444431430021117e-12 -2.5684055118852960e-06 -2.2809268457214274e-09
-9.8999999999999999e-01 1.1181054531549191e+02 1.2500000000000000e-01 2.0819565027694779e-09 2.8092857313869689e-12 -2.4385349140518548e-06 -2.1414739580633025e-09
-9.8999999999999999e-01 1.1028262049641364e+02 2.5000000000000000e-01 2.1022522820749649e-09 5.8845193752174957e-12 -2.3519368636245486e-06 -2.1629535846851651e-09
-9.8999999999999999e-01 1.0453583958604580e+02 3.7500000000000000e-01 2.3923732915951653e-09 1.2861562461739827e-11 -2.3705373503652717e-06 -2.4656319590305666e-09
-9.8999999999999999e-01 9.7480452865583743e+01 4.6650635094610965e-01 2.8745940976396961e-09 2.3555363194413958e-11 -2.4650771149557506e-06 -2.9700153291935710e-09
-9.8999999999999999e-01 9.4270482783614227e+01 5.0000000000000000e-01 3.1439138483488480e-09 2.9828670192598372e-11 -2.5219453493981059e-06 -3.2524671356144403e-09
-9.8999999999999999e-01 7.7618325078513067e+01 3.3493649053890337e-02 9.0642853189301053e-09 1.4344505389709924e-11 -6.1854473059581866e-06 -9.4918736325974651e-09
-9.8999999999999999e-01 7.8592950794545828e+01 1.2500000000000000e-01 8.5168282177532275e-09 1.8517732869355089e-11 -5.8730537462859154e-06 -8.9115633325424421e-09
-9.8999999999999999e-01 7.7554931923162826e+01 2.5000000000000000e-01 8.6047305895263203e-09 3.6167452998788432e-11 -5.6650451464290849e-06 -9.0086467312957247e-09
-9.8999999999999999e-01 7.3577877969367833e+01 3.7500000000000000e-01 9.8007166640170067e-09 7.6392137278324685e-11 -5.7104866807597451e-06 -1.0289320135736858e-08
-9.8999999999999999e-01 6.8682326490447707e+01 4.6650635094610965e-01 1.1786144468592492e-08 1.3771976508099799e-10 -5.9387763796492234e-06 -1.2423461700122442e-08
-9.8999999999999999e-01 6.6453522752730834e+01 5.0000000000000000e-01 1.2895052354331887e-08 1.7351476448378479e-10 -6.0760027062406414e-06 -1.3620506550626145e-08
-9.8999999999999999e-01 4.2084096582853995e+01 3.3493649053890337e-02 1.0470464181204630e-07 4.3329613483880477e-10 -2.8460661437600802e-05 -1.1543102410708027e-07
-9.8999999999999999e-01 4.2629987582726592e+01 1.2500000000000000e-01 9.8441974260389324e-08 5.0582645051223253e-10 -2.7026065422586434e-05 -1.0838614840808676e-07
-9.8999999999999999e-01 4.2128785802078013e+01 2.5000000000000000e-01 9.9641013706095327e-08 8.6333836469462249e-10 -2.6075640163530082e-05 -1.0991368812273235e-07
-9.8999999999999999e-01 4.0079884240145915e+01 3.7500000000000000e-01 1.1381653165597609e-07 1.6882316835851417e-09 -2.6294935447450799e-05 -1.2641843882720389e-07
-9.8999999999999999e-01 3.7536531109465386e+01 4.6650635094610965e-01 1.3724572967506382e-07 2.9290425380636366e-09 -2.7355900733548764e-05 -1.5391584815352201e-07
-9.8999999999999999e-01 3.6376499675871123e+01 5.0000000000000000e-01 1.5032622426476819e-07 3.6440308393576631e-09 -2.7992043630098001e-05 -1.6942074116179852e-07
-9.8999999999999999e-01 2.5028810676275093e+01 3.3493649053890337e-02 8.4251859095133094e-07 8.2200539745276439e-09 -1.0456817879545523e-04 -1.0075208058275830e-06
-9.8999999999999999e-01 2.5372229152284760e+01 1.2500000000000000e-01 7.9278500041177021e-07 8.8724589873348580e-09 -9.9291050763353219e-05 -9.4642140807977515e-07
-9.8999999999999999e-01 2.5140839949842857e+01 2.5000000000000000e-01 8.0474128553907903e-07 1.3310422657452392e-08 -9.5821160810991533e-05 -9.6575624296018534e-07
-9.8999999999999999e-01 2.4040209858852869e+01 3.7500000000000000e-01 9.2316056309164345e-07 2.3806004236640878e-08 -9.6678955106924321e-05 -1.1253938245153112e-06
-9.8999999999999999e-01 2.2652361795869105e+01 4.6650635094610965e-01 1.1169229291088972e-06 3.9372145089371406e-08 -1.0063494680848204e-04 -1.3906652672837696e-06
-9.8999999999999999e-01 2.2018057684831646e+01 5.0000000000000000e-01 1.2246592493901868e-06 4.8209889082647427e-08 -1.0299807569842187e-04 -1.5412306715085475e-06
-9.8999999999999999e-01 1.6983230285740177e+01 3.3493649053890337e-02 4.0545422446879197e-06 7.8390356005690007e-08 -2.7944041226824048e-04 -5.3613754299710544e-06
-9.8999999999999999e-01 1.7236581671286672e+01 1.2500000000000000e-01 3.8173811458147303e-06 8.0246404344939450e-08 -2.6521928485405633e-04 -5.0398549931614008e-06
-9.8999999999999999e-01 1.7151123429775890e+01 2.5000000000000000e-01 3.8850091436724517e-06 1.0875312964484506e-07 -2.5592601356175693e-04 -5.1876597628429103e-06
-9.8999999999999999e-01 1.6532939791220095e+01 3.7500000000000000e-01 4.4693225611545256e-06 1.7904537694300235e-07 -2.5831798914612703e-04 -6.1460438545599143e-06
-9.8999999999999999e-01 1.5732729047885744e+01 4.6650635094610965e-01 5.4061494585153232e-06 2.8232910060502974e-07 -2.6902627187247002e-04 -7.7184763600350253e-06
-9.8999999999999999e-01 1.5367719955174053e+01 5.0000000000000000e-01 5.9195908939341257e-06 3.4019413164738446e-07 -2.7540285315928649e-04 -8.6087344992542845e-06
-9.8999999999999999e-01 1.2889063311786936e+01 3.3493649053890337e-02 1.2625186314778391e-05 4.1145980862598159e-07 -5.7088218122858649e-04 -1.8516848676287460e-05
-9.8999999999999999e-01 1.3106225250149608e+01 1.2500000000000000e-01 1.1883454364155949e-05 4.0747540851122500e-07 -5.4132342170674799e-04 -1.7417892592169830e-05
-9.8999999999999999e-01 1.3125760396291128e+01 2.5000000000000000e-01 1.2098382716314073e-05 5.1470760545661871e-07 -5.2202939356864883e-04 -1.8079596998299328e-05
