0	0.e-56
3600	36.39814759908429771679818176231259380989773804703
7200	72.79781113692925366315275684033648045110371952195
10800	109.19899084274660697709723899803904743888149786222
14400	145.6016869457652107468207968266861586049436238692
18000	182.0058996753228274775208829750366186281265443533
21600	218.4116292608712850574492543476109651954919814769
25200	254.81887593186347694698964444547564138409318936184
28800	291.22763991775229660652578676969709027098342213023
32400	327.6379214479541977232916296063687472086195436339
36000	364.049720752102250973818946481864631647361672222
39600	400.4630380600416960944383391835951823141192733281
43200	436.8778736016190754609556818421719986860954874589
46800	473.2942276066809314491768485882066802404934551208
50400	509.7121003050738064349077135523108264545163168203
54000	546.1314919266442427939541508650960368053672130641
57600	582.5524027012387829021220346571739107702492843587
61200	618.9748328588082478040488036888380810596635432878
64800	655.3987826296249339582147809744263333325877338585
68400	691.824252243873787349317639892537354052593312268
72000	728.2512419317611683930967050834325701497704362444
75600	764.6797519235821306801143236167242807706667441165
79200	801.1097824496796196588586344125967517361019650987
82800	837.5413337404572946385397296278757820209074292173
86400	873.974406026379794604263646684688041913580894549
90000	910.408999537900344828579423781339524094943546067
93600	946.8451145056698547563430257619907565477301425738
97200	983.2827511603989818185919096585824406421650397161
100800	1019.7219097327983834463635325030552777484725931407
104400	1056.1625904535787170706953513273499692368771584943
108000	1092.6047935534132244773278418703075763802112129394
111600	1129.0485192630387366050574193087714335333514384561
115200	1165.4937678135960419689100975981103910179011285072
118800	1201.9405394362595469110240706281809706808601656784
122400	1238.3888343622036577735375322888396943692284325553
126000	1274.8386528226027808985886764699430839300058117235
129600	1311.2899950486313226283156970613476612101921857686
133200	1347.7428612714636893048567879529099480567874372762
136800	1384.1972517222742872703501430344864663167914488319
140400	1420.6531666322375228669339561959337378372041030213
144000	1457.110606231955969452531734973481906133605666829
147600	1493.569570752300610255728587162375535185842600039
151200	1530.030060425360606700719490944488869194199087801
154800	1566.492075483235188404939266826657490294840884566
158400	1602.955616158023584985822735315716980623933744784
162000	1639.420682681825026060804716918502922317643422904
165600	1675.887275286738741247320032141850897512135673378
169200	1712.355394204863960162803501492596488343576250655
172800	1748.8250396682999124246899454775752769481309091865
176400	1785.2962119091458276504141846036228454619654034216
180000	1821.7689111595009354574110393775747760212454878109
183600	1858.2431376514644654631153303062666507621369168048
187200	1894.7188916171356472849618778965340518208054448535
190800	1931.1961732886137105403855026552125613334168264072
194400	1967.6749828979978848468210250891377614361368159163
198000	2004.1553206773873998217032657051452342651311678309
201600	2040.6371868588814850824670450100705619565656366013
205200	2077.1205816745793702465471835107493266466059766779
208800	2113.6055053565802849313785017140171104714179425107
212400	2150.0919581369834587543958201267094955671672885502
216000	2186.57994024780834575837358706677677925738874756
219600	2223.069451916700117571836292420994427012216469762
223200	2259.560493374623576786393964659676032013689151716
226800	2296.053064855677588448028172239672095990578405676
230400	2332.547166593961017602720483617833120671655843901
234000	2369.042798823572729296452467251009607785693078644
