6.002651746	0.01	0.0009313035256
6.102275623	0.01	0.0008485191098
6.20442149	0.01	0.000772933971
6.309153193	0.01	0.0007039258458
6.416536191	0.01	0.0006409277322
6.526637603	0.01	0.0005834225789
6.639526245	0.01	0.0005309385537
6.755272677	0.01	0.0004830448214
6.873949244	0.01	0.0004393477647
6.995630122	0.01	0.0003994875977
7.120391367	0.01	0.000363135322
7.248310957	0.01	0.0003299899883
7.379468847	0.01	0.000299776225
7.513947015	0.01	0.0002722420065
7.651829514	0.01	0.0002471566327
7.793202525	0.01	0.0002243088975
7.938154411	0.01	0.0002035054262
8.086775772	0.01	0.0001845691632
8.2391595	0.01	0.0001673379959
8.39540084	0.01	0.0001516634997
8.555597449	0.01	0.0001374097929
8.719849455	0.01	0.0001244524906
8.888259519	0.01	0.0001126777486
9.060932905	0.01	0.0001019813875
9.237977538	0.01	0.00009226809137
9.419504078	0.01	0.00008345067279
9.605625984	0.01	0.00007544939934
9.796459588	0.01	0.00006819137537
9.992124168	0.01	0.00006160997471
10.19274202	0.01	0.00005564431982
10.39843854	0.01	0.0000502388034
10.60934229	0.01	0.00004534264896
10.82558509	0.01	0.00004090950711
11.04730211	0.01	0.00003689708465
11.27463192	0.01	0.00003326680372
11.50771661	0.01	0.00002998348865
11.74670186	0.01	0.00002701507824
11.99173706	0.01	0.00002433236144
12.24297536	0.01	0.00002190873458
12.50057378	0.01	0.00001971997842
12.76469333	0.01	0.00001774405342
13.03549911	0.01	0.00001596091186
13.31316036	0.01	0.00001435232541
13.59785065	0.01	0.00001290172693
13.8897479	0.01	0.00001159406544
14.18903457	0.01	0.0000104156731
14.49589771	0.01	9.354143401e-6
14.81052914	0.01	8.398219481e-6
15.13312549	0.01	7.537691947e-6
15.46388841	0.01	6.763305311e-6
15.80302464	0.01	6.066672406e-6
16.15074613	0.01	5.44019612e-6
16.50727024	0.01	4.876997858e-6
16.8728198	0.01	4.370852187e-6
17.2476233	0.01	3.916127155e-6
17.63191498	0.01	3.507729812e-6
18.02593506	0.01	3.141056518e-6
18.4299298	0.01	2.811947622e-6
18.84415172	0.01	2.516646165e-6
19.26885972	0.01	2.251760251e-6
19.70431925	0.01	2.014228792e-6
20.15080249	0.01	1.801290331e-6
20.60858851	0.01	1.610454685e-6
21.07796344	0.01	1.439477157e-6
