# format: p e Edot 1-<Ft/ut>/Edot Ldot  1-<Fphi/ut>/Ldot
6.800000 0.300000 0.00020315835850133 -2.68014e-08 -0.0029920133590811 -1.73195e-08
7.000000 0.300000 0.0001671477331716 -2.91659e-08 -0.0026255467975465 -2.27723e-08
7.200000 0.300000 0.00014274846418418 -2.78531e-08 -0.0023655593431879 -2.39876e-08
7.400000 0.300000 0.00012407076448724 -2.46259e-08 -0.0021579295619873 -2.25523e-08
7.600000 0.300000 0.00010901526947795 -2.12562e-08 -0.0019836947123861 -2.04608e-08
7.800000 0.300000 9.6530913566245e-05 -1.77843e-08 -0.0018335092043945 -1.77806e-08
6.900000 0.350000 0.00020308598379191 -3.17901e-08 -0.002914496418364 -3.33202e-08
7.100000 0.350000 0.00016544669330746 -3.0617e-08 -0.002535697816872 -3.35481e-08
7.300000 0.350000 0.00014047966025873 -2.70411e-08 -0.0022729770792253 -3.07947e-08
7.500000 0.350000 0.00012162468175722 -2.21788e-08 -0.0020662306760863 -2.63769e-08
7.700000 0.350000 0.00010656813164522 -1.8658e-08 -0.0018945317538831 -2.27786e-08
7.900000 0.350000 9.4167348235059e-05 -1.46829e-08 -0.0017476663992022 -1.85745e-08
7.000000 0.400000 0.00020231463679626 -2.85474e-08 -0.0028232514542954 -3.78088e-08
7.200000 0.400000 0.00016329426207732 -2.53506e-08 -0.0024353722400988 -3.47471e-08
7.400000 0.400000 0.00013788153141247 -2.02369e-08 -0.0021716881461392 -2.91545e-08
7.600000 0.400000 0.00011891902610691 -1.5818e-08 -0.0019669506054186 -2.46775e-08
7.800000 0.400000 0.00010390500549048 -1.14037e-08 -0.0017985720083441 -1.94614e-08
8.000000 0.400000 9.1617010850991e-05 -1.34179e-08 -0.0016556103435706 -2.11666e-08
7.100000 0.450000 0.00020037813042429 -2.808e-08 -0.0027150491368438 -4.49716e-08
7.300000 0.450000 0.00016031479253121 -1.72135e-08 -0.0023220408123121 -4.07108e-08
7.500000 0.450000 0.00013464175596073 -1.77579e-08 -0.0020596460068949 -3.27213e-08
7.700000 0.450000 0.00011569012798685 -1.25301e-08 -0.00185841201564 -2.56897e-08
7.900000 0.450000 0.00010080093599166 -1.05356e-08 -0.0016944302852965 -2.14994e-08
8.100000 0.450000 8.8686370066269e-05 -2.76485e-09 -0.0015561909617149 -1.3233e-08
7.200000 0.500000 0.00019679347543671 -1.44428e-08 -0.0025866451367138 -3.61042e-08
7.400000 0.500000 0.00015612957046251 -1.36779e-08 -0.0021932497633388 -3.12966e-08
7.600000 0.500000 0.00013044924156107 -1.20735e-08 -0.0019348994627822 -2.69142e-08
7.800000 0.500000 0.00011167691026064 -2.98158e-09 -0.0017390330184233 -1.68794e-08
8.000000 0.500000 9.7033835402546e-05 -1.5396e-09 -0.0015808106295625 -1.40939e-08
8.100000 0.500000 9.0816354214574e-05 2.6744e-08 -0.0015118569967301 2.01181e-08
8.200000 0.500000 8.5184621607969e-05 1.5742e-09 -0.0014483395313072 -8.55215e-09
7.300000 0.550000 0.00019105399706002 -1.31948e-08 -0.0024347564118392 -3.24464e-08
7.500000 0.550000 0.00015035273541803 -8.09264e-09 -0.0020466154824312 -2.54317e-08
